name,qty,value
StatTrak™ MP7 | Cirrus (Minimal Wear),98,5880
R8 Revolver | Amber Fade (Minimal Wear),56,2352
Souvenir MAG-7 | Sand Dune (Field-Tested),319,7656
Souvenir Tec-9 | Toxic (Battle-Scarred),15,9615
Sealed Graffiti | Lambda (Monster Purple),540,540
Sealed Graffiti | Still Happy (Blood Red),601,601
CZ75-Auto | Imprint (Field-Tested),146,1460
CZ75-Auto | Imprint (Factory New),28,1288
Sticker | LEGIJA | Krakow 2017,242,33880
Five-SeveN | Contractor (Battle-Scarred),21,39858
Sticker | nitr0 | Cluj-Napoca 2015,7,8778
Sticker | innocent | Krakow 2017,106,12720
Sealed Graffiti | 8-Ball (Monster Purple),502,1004
Sealed Graffiti | Lambda (Cash Green),667,667
Sealed Graffiti | Heart (Tracer Yellow),198,792
Sealed Graffiti | Ninja (War Pig Pink),445,445
Souvenir MAG-7 | Storm (Battle-Scarred),35,70
Five-SeveN | Forest Night (Minimal Wear),852,852
StatTrak™ Dual Berettas | Royal Consorts (Field-Tested),21,1533
Sealed Graffiti | Chess King (War Pig Pink),727,727
Galil AR | Crimson Tsunami (Battle-Scarred),46,5428
Sealed Graffiti | Cocky (War Pig Pink),307,307
Sawed-Off | Zander (Field-Tested),1010,28280
Sealed Graffiti | Karambit (Shark White),460,920
Sealed Graffiti | Cocky (SWAT Blue),258,258
Sealed Graffiti | Double (Tiger Orange),543,543
Sealed Graffiti | X-Knives (Blood Red),448,896
Galil AR | Stone Cold (Battle-Scarred),48,4608
Sticker | Ninjas in Pyjamas | Cluj-Napoca 2015,64,18304
SCAR-20 | Green Marine (Battle-Scarred),46,690
StatTrak™ Music Kit | Beartooth, Aggressive,26,1560
MP9 | Airlock (Field-Tested),92,18124
AWP | Worm God (Well-Worn),136,17408
Souvenir Glock-18 | Night (Field-Tested),56,1344
Souvenir USP-S | Royal Blue (Field-Tested),68,61540
StatTrak™ MP9 | Ruby Poison Dart (Field-Tested),24,4368
Sealed Graffiti | Loser (Blood Red),331,662
Sticker | Cloud9 | MLG Columbus 2016,50,20650
Five-SeveN | Case Hardened (Battle-Scarred),99,81774
Souvenir SCAR-20 | Storm (Well-Worn),36,2556
★ Bayonet | Doppler (Factory New) - Phase 3,9,533376
Sticker | nitr0 | MLG Columbus 2016,35,20895
AWP | Pink DDPAT (Minimal Wear),51,184365
M249 | Impact Drill (Well-Worn),169,35997
StatTrak™ Glock-18 | Water Elemental (Minimal Wear),62,140926
Galil AR | Shattered (Factory New),9,24111
Sticker | Team Dignitas | Cluj-Napoca 2015,14,51982
Autograph Capsule | Team Dignitas | Cluj-Napoca 2015,17,77146
MAC-10 | Malachite (Well-Worn),13,1846
StatTrak™ Tec-9 | Isaac (Minimal Wear),266,117838
SG 553 | Gator Mesh (Factory New),19,27341
StatTrak™ M4A4 | Griffin (Factory New),14,21728
USP-S | Forest Leaves (Factory New),19,1425
P90 | Trigon (Well-Worn),11,9856
StatTrak™ MP7 | Nemesis (Minimal Wear),15,19980
MP7 | Nemesis (Field-Tested),96,49152
Souvenir XM1014 | Bone Machine (Minimal Wear),14,10542
StatTrak™ UMP-45 | Bone Pile (Minimal Wear),12,8532
StatTrak™ FAMAS | Sergeant (Field-Tested),22,9724
Sticker | dennis | Cologne 2015,18,5868
★ M9 Bayonet | Marble Fade (Factory New),9,1177137
PP-Bizon | Bamboo Print (Minimal Wear),97,35211
Nova | Ranger (Field-Tested),86,2064
P250 | Cartel (Minimal Wear),52,30316
Galil AR | Aqua Terrace (Field-Tested),31,381889
StatTrak™ AWP | BOOM (Field-Tested),9,120429
★ StatTrak™ Gut Knife | Case Hardened (Battle-Scarred),1,13693
Glock-18 | Catacombs (Battle-Scarred),51,2754
Desert Eagle | Bronze Deco (Minimal Wear),377,9048
Nova | Walnut (Well-Worn),51,8721
StatTrak™ Negev | Bratatat (Battle-Scarred),11,1903
Souvenir PP-Bizon | Irradiated Alert (Battle-Scarred),18,630
Sticker | Team EnVyUs (Holo) | Katowice 2015,43,349246
USP-S | Caiman (Minimal Wear),137,662669
Galil AR | Chatterbox (Battle-Scarred),132,95964
StatTrak™ Galil AR | Kami (Battle-Scarred),11,2321
G3SG1 | Stinger (Minimal Wear),69,3588
Nova | Gila (Factory New),59,6077
Glock-18 | Moonrise (Field-Tested),84,2688
Tec-9 | VariCamo (Battle-Scarred),75,300
StatTrak™ Glock-18 | Ironwork (Field-Tested),115,4025
Sticker | coldzera (Foil) | Krakow 2017,28,62524
StatTrak™ CZ75-Auto | Tigris (Field-Tested),35,5425
Souvenir P90 | Scorched (Field-Tested),77,1309
Sticker | jks (Foil) | Boston 2018,3,12825
MP9 | Sand Scale (Factory New),62,1426
UMP-45 | Corporal (Factory New),36,3312
StatTrak™ FAMAS | Macabre (Battle-Scarred),5,1475
StatTrak™ USP-S | Torque (Battle-Scarred),36,7128
Souvenir Tec-9 | Toxic (Minimal Wear),38,60116
StatTrak™ P250 | Supernova (Well-Worn),12,3084
Sealed Graffiti | Sheriff (Wire Blue),504,504
Sealed Graffiti | Flash Gaming | Boston 2018,22,4620
Sealed Graffiti | GLHF (SWAT Blue),330,660
Souvenir Five-SeveN | Hot Shot (Minimal Wear),96,58176
Sealed Graffiti | QQ (SWAT Blue),546,546
USP-S | Neo-Noir (Field-Tested),65,76310
Sealed Graffiti | Piggles (Desert Amber),1448,2896
Sticker | mousesports | Boston 2018,107,54784
Sealed Graffiti | GGEZ (Wire Blue),395,395
Souvenir SCAR-20 | Storm (Field-Tested),258,17802
P250 | Metallic DDPAT (Minimal Wear),147,1911
Sealed Graffiti | Quickdraw (Shark White),139,278
Sealed Graffiti | Mr. Teeth (Tracer Yellow),495,495
StatTrak™ M4A1-S | Decimator (Field-Tested),41,83230
Sealed Graffiti | Cocky (Desert Amber),309,309
Tec-9 | Fuel Injector (Well-Worn),303,61206
Sealed Graffiti | QQ (Wire Blue),458,458
Sealed Graffiti | GGWP (Jungle Green),512,512
Sealed Graffiti | Double (SWAT Blue),464,464
StatTrak™ PP-Bizon | Photic Zone (Battle-Scarred),51,2346
Sticker | Planetkey Dynamics | DreamHack 2014,290,2841130
Sealed Graffiti | GGEZ (Monarch Blue),334,668
Sealed Graffiti | Sheriff (Jungle Green),122,2928
MAC-10 | Tornado (Field-Tested),132,26136
StatTrak™ Five-SeveN | Scumbria (Well-Worn),205,1845
M4A4 | Desolate Space (Minimal Wear),152,112632
Sealed Graffiti | Sheriff (Tracer Yellow),512,1024
StatTrak™ FAMAS | Sergeant (Battle-Scarred),47,15040
AWP | Phobos (Minimal Wear),876,98988
StatTrak™ P2000 | Turf (Well-Worn),132,1848
Sticker | twist | Atlanta 2017,6,2820
Nova | Gila (Minimal Wear),84,5292
Sealed Graffiti | X-Axes (Tiger Orange),523,523
Sealed Graffiti | Death Sentence (Desert Amber),513,513
SSG 08 | Ghost Crusader (Minimal Wear),154,20482
StatTrak™ M249 | Spectre (Field-Tested),161,2093
Souvenir Five-SeveN | Orange Peel (Field-Tested),49,3675
Sealed Graffiti | Lambda (Tiger Orange),243,243
StatTrak™ Galil AR | Rocket Pop (Field-Tested),101,16564
Sticker | Wanna Fight,7,861
Sealed Graffiti | Mr. Teeth (Battle Green),695,695
PP-Bizon | Blue Streak (Minimal Wear),28,8372
StatTrak™ AWP | Asiimov (Field-Tested),48,1083456
★ Falchion Knife | Slaughter (Minimal Wear),15,365505
★ StatTrak™ Flip Knife | Boreal Forest (Battle-Scarred),2,42706
StatTrak™ AK-47 | Redline (Minimal Wear),24,526680
★ M9 Bayonet | Forest DDPAT (Minimal Wear),5,233700
StatTrak™ P250 | Supernova (Factory New),62,21514
P90 | Leather (Factory New),11,18238
USP-S | Stainless (Minimal Wear),73,52852
Sticker | Team EnVyUs (Holo) | MLG Columbus 2016,41,71873
Sticker | coldzera | Cologne 2016,16,8784
P90 | Elite Build (Minimal Wear),354,9204
★ Flip Knife | Stained (Minimal Wear),8,147056
Sticker | Virtus.Pro | Cologne 2015,127,42672
StatTrak™ P90 | Blind Spot (Minimal Wear),20,36860
P90 | Blind Spot (Field-Tested),14,13328
StatTrak™ Desert Eagle | Naga (Battle-Scarred),35,10990
P2000 | Granite Marbleized (Minimal Wear),842,4210
StatTrak™ Glock-18 | Steel Disruption (Minimal Wear),42,30744
Five-SeveN | Orange Peel (Minimal Wear),149,1192
StatTrak™ Five-SeveN | Monkey Business (Well-Worn),109,44145
Sticker | reltuC | Cologne 2015,24,64296
StatTrak™ Desert Eagle | Conspiracy (Minimal Wear),72,107208
Tec-9 | VariCamo (Minimal Wear),188,1504
SCAR-20 | Crimson Web (Minimal Wear),9,4338
Galil AR | Rocket Pop (Factory New),65,39130
StatTrak™ Galil AR | Kami (Factory New),32,18656
StatTrak™ MP7 | Skulls (Minimal Wear),22,61688
★ Gut Knife | Ultraviolet (Field-Tested),14,134862
StatTrak™ MAG-7 | Heat (Field-Tested),113,11526
Galil AR | Aqua Terrace (Battle-Scarred),7,81851
StatTrak™ AK-47 | Red Laminate (Field-Tested),16,168320
★ M9 Bayonet | Scorched (Field-Tested),26,1147978
StatTrak™ MAC-10 | Graven (Battle-Scarred),1,3481
StatTrak™ MAC-10 | Neon Rider (Minimal Wear),12,26748
XM1014 | VariCamo Blue (Field-Tested),160,193760
MAC-10 | Tatter (Factory New),20,20220
StatTrak™ M4A4 | Desert-Strike (Field-Tested),10,9600
Souvenir XM1014 | Fallout Warning (Minimal Wear),10,9650
StatTrak™ USP-S | Overgrowth (Minimal Wear),20,89480
M4A4 | Bullet Rain (Factory New),12,56280
MP7 | Groundwater (Well-Worn),25,6025
Glock-18 | Brass (Minimal Wear),18,52146
Nova | Caged Steel (Minimal Wear),194,1552
P2000 | Turf (Minimal Wear),111,1887
StatTrak™ Dual Berettas | Ventilators (Minimal Wear),53,2067
Desert Eagle | Urban Rubble (Minimal Wear),175,4900
Dual Berettas | Dualing Dragons (Well-Worn),158,2528
P90 | Desert Warfare (Field-Tested),14,3626
XM1014 | VariCamo Blue (Factory New),29,38309
Sawed-Off | Zander (Minimal Wear),134,3618
StatTrak™ P250 | Ripple (Field-Tested),129,4644
Sawed-Off | Zander (Battle-Scarred),542,8672
StatTrak™ Tec-9 | Cracked Opal (Minimal Wear),40,1680
StatTrak™ Five-SeveN | Capillary (Minimal Wear),127,6985
StatTrak™ Tec-9 | Re-Entry (Well-Worn),40,5360
P2000 | Woodsman (Well-Worn),7,4977
Sealed Graffiti | Loser (Cash Green),316,316
Sealed Graffiti | Backstab (Shark White),328,328
Sealed Graffiti | Backstab (Tracer Yellow),368,368
Sealed Graffiti | Sheriff (SWAT Blue),532,1064
Sealed Graffiti | X-Knives (Dust Brown),664,664
G3SG1 | Orange Crash (Field-Tested),109,981
AWP | Fever Dream (Battle-Scarred),130,99970
StatTrak™ CZ75-Auto | Twist (Well-Worn),23,3772
Sealed Graffiti | QQ (Monarch Blue),522,522
Sealed Graffiti | Still Happy (War Pig Pink),895,895
Souvenir P250 | Metallic DDPAT (Factory New),48,11808
Sealed Graffiti | Worry (Brick Red),487,487
Sealed Graffiti | Chess King (SWAT Blue),699,1398
P250 | Iron Clad (Battle-Scarred),143,1859
Sealed Graffiti | Sheriff (Monster Purple),488,488
Sealed Graffiti | Sorry (Monster Purple),229,458
Sealed Graffiti | Eat It (Monarch Blue),494,494
Sealed Graffiti | Mr. Teeth (Dust Brown),1103,1103
G3SG1 | Demeter (Well-Worn),8,6488
StatTrak™ MP9 | Airlock (Field-Tested),12,5064
Sealed Graffiti | GGEZ (Battle Green),320,320
StatTrak™ Galil AR | Blue Titanium (Factory New),47,43146
Sticker | JW | Cluj-Napoca 2015,35,9415
P250 | Iron Clad (Minimal Wear),80,1280
M4A4 | Poseidon (Factory New),11,1211584
Sealed Graffiti | Take Flight (Bazooka Pink),349,698
Sealed Graffiti | Tombstone (Brick Red),205,410
Sealed Graffiti | X-Axes (Brick Red),564,564
Sealed Graffiti | Speechless (Frog Green),604,604
Music Kit | Kelly Bailey, Hazardous Environments,5,1300
P2000 | Imperial Dragon (Field-Tested),197,56145
StatTrak™ P250 | Iron Clad (Minimal Wear),103,3605
P90 | Glacier Mesh (Battle-Scarred),7,3339
XM1014 | Heaven Guard (Field-Tested),39,32097
Sealed Graffiti | Take Flight (Frog Green),399,399
Sealed Graffiti | Popdog (Brick Red),792,792
Souvenir MP9 | Setting Sun (Well-Worn),8,2720
Souvenir Five-SeveN | Hot Shot (Battle-Scarred),16,2272
StatTrak™ Dual Berettas | Cartel (Well-Worn),50,2250
MLG Columbus 2016 Overpass Souvenir Package,2,16990
Sealed Graffiti | Backstab (Dust Brown),507,1014
Sticker | Move It,22,638
Sticker | Virtus.Pro | MLG Columbus 2016,110,42130
AUG | Wings (Factory New),59,151335
Sticker | Countdown,39,1092
Sticker | GuardiaN | MLG Columbus 2016,98,56644
StatTrak™ MAC-10 | Ultraviolet (Minimal Wear),10,5530
Sticker | JW | MLG Columbus 2016,14,5964
AK-47 | Frontside Misty (Well-Worn),137,135767
Sticker | Ninjas in Pyjamas | MLG Columbus 2016,55,16775
Sticker | nex (Foil) | Cologne 2015,11,11594
Sticker | denis (Foil) | Cologne 2015,16,45376
SG 553 | Traveler (Battle-Scarred),10,10070
Galil AR | Sandstorm (Well-Worn),6,1014
StatTrak™ MP9 | Deadly Poison (Well-Worn),91,5460
USP-S | Blood Tiger (Minimal Wear),132,33132
P2000 | Pathfinder (Field-Tested),42,83118
Sticker | Titan | Cologne 2015,131,531991
AK-47 | Predator (Well-Worn),47,120555
StatTrak™ M4A1-S | Cyrex (Field-Tested),43,198488
Sticker | JW | Cologne 2015,38,36822
Glock-18 | Grinder (Field-Tested),60,7560
Sticker | flusha | Cologne 2015,67,17152
StatTrak™ SCAR-20 | Cardiac (Minimal Wear),7,9275
StatTrak™ Desert Eagle | Cobalt Disruption (Minimal Wear),12,119100
StatTrak™ Glock-18 | Dragon Tattoo (Factory New),19,654911
StatTrak™ FAMAS | Hexane (Minimal Wear),14,9968
StatTrak™ P250 | Supernova (Field-Tested),102,23256
MP7 | Ocean Foam (Factory New),32,9376
CS:GO Capsule Key,149,0
StatTrak™ AWP | Graphite (Factory New),9,306513
StatTrak™ Desert Eagle | Heirloom (Field-Tested),30,28590
USP-S | Caiman (Field-Tested),47,183864
M4A1-S | Cyrex (Well-Worn),31,50344
UMP-45 | Riot (Field-Tested),220,5280
StatTrak™ Nova | Antique (Factory New),12,24432
MAG-7 | Seabird (Field-Tested),134,27872
Souvenir USP-S | Royal Blue (Minimal Wear),14,43078
StatTrak™ CZ75-Auto | Hexane (Factory New),14,15960
M249 | Magma (Field-Tested),28,3052
Souvenir MAC-10 | Palm (Field-Tested),22,1232
StatTrak™ AWP | Redline (Minimal Wear),15,175275
Sticker | Team Dignitas | Cologne 2014,45,196875
Dual Berettas | Cobalt Quartz (Minimal Wear),330,3630
StatTrak™ SSG 08 | Slashed (Battle-Scarred),35,6475
Sticker | Titan (Holo) | Katowice 2015,14,731654
Souvenir Galil AR | Cerberus (Field-Tested),12,38388
PP-Bizon | Harvester (Battle-Scarred),279,3627
MP7 | Impire (Field-Tested),46,9384
StatTrak™ USP-S | Neo-Noir (Well-Worn),1,3705
StatTrak™ Five-SeveN | Hyper Beast (Well-Worn),6,44370
★ StatTrak™ Flip Knife | Forest DDPAT (Minimal Wear),1,17740
StatTrak™ CZ75-Auto | Polymer (Well-Worn),150,4800
SG 553 | Aloha (Field-Tested),59,236
CZ75-Auto | Green Plaid (Well-Worn),11,10197
StatTrak™ UMP-45 | Briefing (Battle-Scarred),139,1251
Sealed Graffiti | Noscope (Blood Red),282,564
Sealed Graffiti | Backstab (Jungle Green),367,367
★ Bayonet | Doppler (Factory New),3,177792
MP9 | Dry Season (Field-Tested),36,7668
Glock-18 | Weasel (Field-Tested),541,15148
UMP-45 | Gunsmoke (Well-Worn),387,1161
Sealed Graffiti | Sorry (War Pig Pink),256,512
★ StatTrak™ M9 Bayonet | Crimson Web (Minimal Wear),4,471844
CZ75-Auto | Polymer (Minimal Wear),133,1862
UMP-45 | Briefing (Factory New),49,1176
Atlanta 2017 Cobblestone Souvenir Package,10,1332950
P250 | Asiimov (Field-Tested),269,68326
StatTrak™ R8 Revolver | Crimson Web (Field-Tested),69,2001
Tactics Pin,61,18178
Inferno Pin,30,16980
StatTrak™ Galil AR | Firefight (Field-Tested),33,2904
Sticker | Fnatic | Cologne 2016,89,25365
Sticker | Virtus.Pro | Cologne 2016,83,28137
Sticker | Astralis | Cologne 2016,25,16200
Sealed Graffiti | GTG (Princess Pink),578,578
Sealed Graffiti | Rage Mode (SWAT Blue),370,370
Galil AR | Crimson Tsunami (Well-Worn),29,4002
USP-S | Cyrex (Minimal Wear),473,77099
Tec-9 | Ice Cap (Battle-Scarred),28,448
Sealed Graffiti | Tilt (Dust Brown),654,654
Sealed Graffiti | Worry (Desert Amber),548,548
Sealed Graffiti | Toasted (War Pig Pink),1126,1126
Sealed Graffiti | Backstab (Monarch Blue),419,419
P90 | Teardown (Factory New),199,7960
P90 | Grim (Factory New),125,5000
StatTrak™ Glock-18 | Weasel (Well-Worn),93,6510
PP-Bizon | Night Ops (Battle-Scarred),64,192
Nova | Ranger (Factory New),17,1071
★ Karambit | Case Hardened (Minimal Wear),10,981530
UMP-45 | Gunsmoke (Battle-Scarred),99,297
StatTrak™ Galil AR | Sandstorm (Battle-Scarred),34,5168
Sticker | Team Kinguin | Cologne 2015,304,101232
MP9 | Rose Iron (Minimal Wear),30,17100
StatTrak™ P2000 | Imperial (Factory New),38,5054
StatTrak™ AK-47 | Frontside Misty (Field-Tested),48,131328
StatTrak™ Dual Berettas | Panther (Field-Tested),15,3345
StatTrak™ SCAR-20 | Crimson Web (Minimal Wear),9,6120
SCAR-20 | Army Sheen (Factory New),201,85827
StatTrak™ Glock-18 | Catacombs (Minimal Wear),255,23715
Operation Bloodhound Access Pass,91,319865
StatTrak™ SSG 08 | Abyss (Minimal Wear),282,49914
Sticker | Team Immunity (Foil) | Cologne 2015,9,12033
Sticker | Team SoloMid | Cologne 2015,173,25258
StatTrak™ SCAR-20 | Cyrex (Minimal Wear),9,75087
Sticker | Ninjas in Pyjamas | Cologne 2015,107,28141
P90 | Blind Spot (Minimal Wear),15,14745
G3SG1 | Azure Zebra (Minimal Wear),19,3876
CZ75-Auto | Twist (Minimal Wear),35,8960
USP-S | Stainless (Well-Worn),31,15903
Sticker | Natus Vincere | Cologne 2015,77,29183
AUG | Bengal Tiger (Field-Tested),23,14720
MP9 | Rose Iron (Factory New),34,22270
Nova | Antique (Minimal Wear),73,68328
Sticker | Silent Ninja (Foil),7,602
StatTrak™ UMP-45 | Corporal (Factory New),24,3864
StatTrak™ SG 553 | Ultraviolet (Well-Worn),16,38752
MAG-7 | Bulldozer (Minimal Wear),36,55656
Desert Eagle | Conspiracy (Field-Tested),40,21040
PP-Bizon | Antique (Factory New),34,32776
Tec-9 | Terrace (Minimal Wear),20,256500
XM1014 | Quicksilver (Factory New),114,4332
StatTrak™ AK-47 | Jaguar (Battle-Scarred),4,51300
AWP | Pink DDPAT (Well-Worn),24,55392
StatTrak™ AK-47 | Case Hardened (Well-Worn),13,438295
StatTrak™ AK-47 | Blue Laminate (Factory New),44,161304
StatTrak™ M4A1-S | Atomic Alloy (Battle-Scarred),21,70749
StatTrak™ AWP | Redline (Field-Tested),37,243571
StatTrak™ AWP | Electric Hive (Factory New),8,66120
★ Karambit | Forest DDPAT (Battle-Scarred),7,337155
AK-47 | Vulcan (Factory New),43,3054247
StatTrak™ Desert Eagle | Hypnotic (Factory New),14,178752
MAG-7 | Storm (Field-Tested),257,14135
AK-47 | Jaguar (Battle-Scarred),47,187483
M4A1-S | Nitro (Factory New),145,61045
StatTrak™ M4A1-S | Blood Tiger (Field-Tested),66,67650
Dual Berettas | Panther (Minimal Wear),29,4118
Sticker | ESL One Cologne 2014 (Blue),135,192375
Sticker | Virtus.Pro | Cologne 2014,122,54656
Sticker | Fnatic (Foil) | Katowice 2015,12,145176
StatTrak™ MAC-10 | Curse (Factory New),7,12964
Sticker | North (Holo) | Krakow 2017,146,206736
Sticker | G2 Esports (Holo) | Krakow 2017,12,11388
StatTrak™ Nova | Graphite (Minimal Wear),7,16926
Souvenir Negev | Nuclear Waste (Minimal Wear),33,6864
StatTrak™ Sawed-Off | Zander (Minimal Wear),22,1364
Sticker | Luminosity Gaming (Foil) | Cologne 2015,17,53295
Sticker | Natus Vincere (Holo) | Atlanta 2017,7,27132
Sticker | North (Holo) | Atlanta 2017,23,93058
Sticker | mousesports (Foil) | MLG Columbus 2016,9,29754
Sticker | G2 Esports (Holo) | Cologne 2016,19,24605
Sticker | Flipsid3 Tactics (Holo) | Krakow 2017,8,11800
Sticker | FaZe Clan (Holo) | Krakow 2017,56,95760
Sticker | Vega Squadron (Holo) | Krakow 2017,6,7044
Sticker | Cloud9 (Holo) | Krakow 2017,18,51300
Sticker | SK Gaming (Holo) | Krakow 2017,28,19320
Sticker | Luminosity Gaming (Foil) | MLG Columbus 2016,42,196308
Sticker | G2 Esports (Foil) | Cologne 2016,9,20520
Sticker | FaZe Clan (Foil) | MLG Columbus 2016,31,76849
Sticker | ESC Gaming | DreamHack 2014,3,9306
PP-Bizon | Urban Dashed (Factory New),26,208
SSG 08 | Dragonfire (Minimal Wear),72,89280
XM1014 | VariCamo Blue (Well-Worn),7,7105
Sticker | Snax | Krakow 2017,273,77532
M249 | Jungle DDPAT (Battle-Scarred),13,2210
Sticker | Avangar | Boston 2018,90,56430
Sticker | Flipsid3 Tactics | Boston 2018,59,39353
Souvenir Sawed-Off | Amber Fade (Minimal Wear),12,1596
Sticker | Gambit (Foil) | Krakow 2017,14,11144
Souvenir MAG-7 | Sand Dune (Minimal Wear),69,7866
M4A1-S | Flashback (Factory New),81,17415
M4A1-S | Golden Coil (Well-Worn),117,462618
Sealed Graffiti | Rage Mode (Princess Pink),512,1024
Sawed-Off | Forest DDPAT (Factory New),47,235
★ Flip Knife | Night (Minimal Wear),10,222160
Operation Hydra Case,286,513656
M249 | Contrast Spray (Well-Worn),144,7776
StatTrak™ Sawed-Off | Zander (Field-Tested),117,3510
Tec-9 | Jambiya (Factory New),90,10620
StatTrak™ XM1014 | Teclu Burner (Battle-Scarred),7,1099
Sticker | NEO (Foil) | Cluj-Napoca 2015,6,10080
SG 553 | Atlas (Field-Tested),349,2792
M4A1-S | Flashback (Well-Worn),593,15418
SCAR-20 | Powercore (Field-Tested),107,3638
DreamHack 2014 Inferno Souvenir Package,6,83160
Dual Berettas | Stained (Battle-Scarred),117,351
MAG-7 | Cobalt Core (Field-Tested),83,1577
MAG-7 | Cobalt Core (Minimal Wear),96,3360
Sticker | dennis (Foil) | Cologne 2015,3,5514
SG 553 | Gator Mesh (Minimal Wear),4,5700
Five-SeveN | Retrobution (Minimal Wear),39,5772
Five-SeveN | Fowl Play (Well-Worn),33,6105
StatTrak™ AUG | Ricochet (Minimal Wear),77,6622
Five-SeveN | Retrobution (Well-Worn),105,6405
Negev | Terrain (Factory New),161,11914
Glock-18 | Steel Disruption (Field-Tested),15,4125
Desert Eagle | Heirloom (Minimal Wear),33,20955
StatTrak™ Sawed-Off | Highwayman (Battle-Scarred),9,2538
Sawed-Off | Amber Fade (Factory New),81,3483
★ Shadow Daggers | Scorched (Minimal Wear),4,37620
Dual Berettas | Marina (Minimal Wear),38,23940
