name,qty,value
Sticker | XANTARES | Boston 2018,10,5530
Sealed Graffiti | Rage,1,155
M4A4 | Daybreak (Battle-Scarred),1,21585
PP-Bizon | Night Riot (Well-Worn),18,54
★ StatTrak™ Butterfly Knife | Case Hardened (Well-Worn),2,170030
Sticker | Aces High (Holo),2,512
StatTrak™ MP9 | Airlock (Well-Worn),5,1810
AK-47 | Neon Revolution (Factory New),14,118608
P90 | Blind Spot (Well-Worn),6,5214
XM1014 | Red Python (Minimal Wear),20,4820
Sticker | markeloff | MLG Columbus 2016,3,21375
Sticker | wayLander | MLG Columbus 2016,15,10665
★ Huntsman Knife | Blue Steel (Field-Tested),6,106872
Souvenir SCAR-20 | Carbon Fiber (Minimal Wear),8,1384
★ Shadow Daggers | Forest DDPAT (Battle-Scarred),2,17898
Sticker | Zeus (Foil) | MLG Columbus 2016,3,2820
StatTrak™ Sawed-Off | Highwayman (Factory New),10,17810
Sticker | loWel (Foil) | Atlanta 2017,7,14056
StatTrak™ Galil AR | Orange DDPAT (Factory New),1,21361
★ Falchion Knife | Blue Steel (Factory New),3,68400
StatTrak™ MP7 | Bloodsport (Factory New),2,2742
StatTrak™ Galil AR | Shattered (Battle-Scarred),3,1638
StatTrak™ XM1014 | Oxide Blaze (Factory New),8,424
Canals Pin,15,3390
StatTrak™ M4A1-S | Leaded Glass (Battle-Scarred),11,10736
Souvenir Tec-9 | Toxic (Factory New),14,65478
Slid3 Capsule,10,960
★ Butterfly Knife | Night (Battle-Scarred),5,334800
★ Bayonet | Slaughter (Field-Tested),2,78374
★ Gut Knife | Gamma Doppler (Factory New) - Phase 2,3,81096
StatTrak™ USP-S | Overgrowth (Well-Worn),4,13964
Sticker | PENTA Sports (Holo) | Krakow 2017,35,18900
StatTrak™ AUG | Torque (Well-Worn),14,17738
StatTrak™ M4A4 | The Battlestar (Well-Worn),1,2443
StatTrak™ SG 553 | Aloha (Well-Worn),12,144
Glock-18 | Moonrise (Battle-Scarred),22,616
★ Karambit | Bright Water (Minimal Wear),2,139306
★ Bowie Knife | Urban Masked (Battle-Scarred),3,30351
★ Karambit | Safari Mesh (Minimal Wear),8,421800
StatTrak™ Tec-9 | Fuel Injector (Minimal Wear),16,21200
★ Falchion Knife | Ultraviolet (Well-Worn),2,22074
★ Flip Knife | Lore (Battle-Scarred),3,63141
Sticker | B1ad3 (Foil) | Boston 2018,11,10340
★ Bayonet | Fade (Minimal Wear),7,499744
Souvenir M4A1-S | VariCamo (Battle-Scarred),3,5088
Sticker | Happy | MLG Columbus 2016,16,6528
Sticker | Hiko (Foil) | Cologne 2016,4,12504
AWP | Medusa (Battle-Scarred),8,1282488
FAMAS | Mecha Industries (Battle-Scarred),3,693
Sticker | Team EnVyUs (Foil) | Cologne 2016,13,29445
PP-Bizon | Cobalt Halftone (Well-Worn),5,545
Sticker | King on the Field,2,664986
Dual Berettas | Black Limba (Well-Worn),11,9284
★ M9 Bayonet | Freehand (Field-Tested),6,333402
Perfect World Sticker Capsule 2,18,1386
Sticker | cajunb (Foil) | Cluj-Napoca 2015,5,7055
Cache Pin,6,7950
Sticker | Gambit Gaming (Holo) | Cologne 2016,25,19050
Sticker | ropz (Foil) | Boston 2018,21,45486
Souvenir XM1014 | VariCamo Blue (Field-Tested),20,1000
Sticker | Winged Defuser,7,498743
Souvenir USP-S | Road Rash (Well-Worn),3,3099
Tec-9 | Tornado (Well-Worn),4,5064
Sticker | adreN | Cluj-Napoca 2015,7,14833
★ Gut Knife | Damascus Steel (Factory New),14,151424
StatTrak™ P90 | Shallow Grave (Well-Worn),7,2709
StatTrak™ P250 | Red Rock (Battle-Scarred),2,1952
Sticker | kRYSTAL (Foil) | Krakow 2017,13,27287
★ Flip Knife | Rust Coat (Well-Worn),2,33630
★ StatTrak™ Falchion Knife | Fade (Factory New),3,105549
★ StatTrak™ Flip Knife | Slaughter (Field-Tested),1,44168
★ StatTrak™ Falchion Knife | Ultraviolet (Well-Worn),2,23370
Sticker | kioShiMa (Foil) | Krakow 2017,14,14364
StatTrak™ G3SG1 | Flux (Well-Worn),6,14868
StatTrak™ AUG | Syd Mead (Minimal Wear),10,6340
★ Moto Gloves | POW! (Minimal Wear),1,50017
Souvenir AUG | Contractor (Well-Worn),2,4730
★ Bowie Knife | Boreal Forest (Minimal Wear),2,20776
Sticker | Boombl4 (Foil) | Boston 2018,12,25644
Sticker | BIT | Boston 2018,9,27576
Autograph Capsule | Team Dignitas | Cologne 2016,4,8232
Sealed Graffiti | OpTic Gaming | Atlanta 2017,22,4620
Sticker | ScreaM | Boston 2018,6,13212
Sticker | EliGE (Foil) | Boston 2018,9,30780
StatTrak™ Music Kit | Dren, Death's Head Demolition,3,1119
CZ75-Auto | Green Plaid (Battle-Scarred),15,5340
StatTrak™ M4A4 | Howl (Factory New),1,1239740
★ Huntsman Knife | Safari Mesh (Well-Worn),5,51300
StatTrak™ Nova | Wild Six (Field-Tested),10,420
★ Flip Knife | Freehand (Factory New),4,87524
MAG-7 | Hazard (Battle-Scarred),8,39656
StatTrak™ Tec-9 | Cut Out (Battle-Scarred),4,1260
StatTrak™ Music Kit | Daniel Sadowski, The 8-Bit Kit,13,5629
StatTrak™ AK-47 | The Empress (Well-Worn),2,11222
Sticker | Dosia | Cologne 2016,2,3164
Sealed Graffiti | Virtus.Pro | Boston 2018,19,2375
Souvenir XM1014 | Fallout Warning (Factory New),3,64893
Sticker | London Conspiracy (Holo) | Cologne 2014,3,36210
StatTrak™ XM1014 | Red Python (Battle-Scarred),4,576
Dual Berettas | Duelist (Factory New),9,153639
P2000 | Woodsman (Battle-Scarred),13,8502
Nova | Forest Leaves (Battle-Scarred),14,1988
Souvenir USP-S | Road Rash (Field-Tested),4,5232
StatTrak™ P250 | See Ya Later (Field-Tested),6,5088
Sticker | karrigan | MLG Columbus 2016,12,5964
Sticker | Bomb Squad (Foil),5,1685
Sticker | byali | Cluj-Napoca 2015,20,16520
Sticker | paz | Boston 2018,11,3729
Sticker | NAF | Boston 2018,3,1140
MP7 | Whiteout (Battle-Scarred),18,18738
StatTrak™ Dual Berettas | Royal Consorts (Minimal Wear),14,3234
Sticker | Astralis (Foil) | Atlanta 2017,1,8158
Sticker | Fnatic (Holo) | Atlanta 2017,6,28110
Sticker | SK Gaming (Foil) | Atlanta 2017,7,31871
Sticker | Virtus.Pro (Foil) | Atlanta 2017,3,20499
★ Huntsman Knife | Blue Steel (Well-Worn),16,257632
★ Driver Gloves | King Snake (Battle-Scarred),1,16131
Sticker | EliGE | Atlanta 2017,24,30768
Souvenir Negev | CaliCamo (Well-Worn),4,488
★ Huntsman Knife | Ultraviolet (Well-Worn),1,10830
Autograph Capsule | Astralis | Cologne 2016,16,16480
Sticker | Misfits Gaming (Foil) | Boston 2018,12,19812
Souvenir UMP-45 | Fallout Warning (Minimal Wear),11,10659
CZ75-Auto | Xiangliu (Battle-Scarred),5,4230
Glock-18 | Blue Fissure (Factory New),6,12396
Sticker | MSL | Cluj-Napoca 2015,3,8529
Sticker | Snax (Foil) | Boston 2018,7,4928
Sticker | flusha | Boston 2018,20,4120
Souvenir PP-Bizon | Chemical Green (Factory New),16,21424
★ Huntsman Knife | Rust Coat (Battle-Scarred),11,118272
StatTrak™ Negev | Loudmouth (Well-Worn),7,1246
Dual Berettas | Hemoglobin (Field-Tested),5,3910
★ Shadow Daggers | Case Hardened (Field-Tested),8,93480
Sticker | Spiidi | Atlanta 2017,7,2884
Sticker | RUBINO | Atlanta 2017,12,6612
StatTrak™ Dual Berettas | Cartel (Factory New),8,4136
Sticker | RUBINO (Foil) | Atlanta 2017,4,79116
StatTrak™ AWP | Elite Build (Battle-Scarred),20,34880
Sticker | n0thing (Gold) | Krakow 2017,2,114000
XM1014 | Oxide Blaze (Battle-Scarred),28,112
Sticker | aizy (Foil) | Cologne 2016,1,1924
★ StatTrak™ Gut Knife | Marble Fade (Factory New),8,176640
★ StatTrak™ Shadow Daggers,2,28072
Souvenir FAMAS | Teardown (Factory New),2,22800
Sugarface Capsule,9,765
Autograph Capsule | Flipsid3 Tactics | MLG Columbus 2016,4,2944
★ Gut Knife | Boreal Forest (Minimal Wear),6,57882
★ Bowie Knife | Safari Mesh (Well-Worn),1,9908
★ Bowie Knife | Scorched (Field-Tested),7,69118
Sticker | Merietta (Holo),8,672
Sticker | dupreeh | Boston 2018,26,4212
SG 553 | Bulldozer (Well-Worn),4,53916
Sticker | abE (Foil) | MLG Columbus 2016,2,1608
StatTrak™ P250 | Hive (Field-Tested),5,2290
★ Butterfly Knife | Boreal Forest (Factory New),1,90487
StatTrak™ P90 | Desert Warfare (Battle-Scarred),13,12779
Sticker | MSL (Foil) | Krakow 2017,5,14020
Sticker | rain | Atlanta 2017,4,6100
Sticker | Maniac (Foil) | Cologne 2015,3,12762
★ Flip Knife | Freehand (Battle-Scarred),2,35910
Sticker | SK Gaming (Holo) | Boston 2018,7,9667
Sticker | mousesports (Holo) | Krakow 2017,22,39974
Sticker | Natus Vincere (Foil) | Krakow 2017,3,7824
Sticker | Flipsid3 Tactics (Holo) | Atlanta 2017,3,22956
Souvenir P90 | Teardown (Battle-Scarred),3,0
★ Karambit | Gamma Doppler (Factory New) - Phase 1,4,889080
Sticker | allu (Foil) | Krakow 2017,6,6378
★ StatTrak™ Karambit | Forest DDPAT (Well-Worn),1,48022
★ StatTrak™ Butterfly Knife | Stained (Battle-Scarred),1,74812
★ StatTrak™ Butterfly Knife | Boreal Forest (Minimal Wear),1,69183
★ Karambit | Rust Coat (Well-Worn),2,125398
★ StatTrak™ Falchion Knife | Doppler (Factory New) - Phase 3,1,41182
Sticker | s1mple | Atlanta 2017,2,7894
StatTrak™ P2000 | Fire Elemental (Well-Worn),2,17072
Sticker | NEO | MLG Columbus 2016,6,2370
StatTrak™ Negev | Loudmouth (Minimal Wear),5,17100
StatTrak™ R8 Revolver | Grip (Battle-Scarred),17,289
Souvenir SG 553 | Waves Perforated (Field-Tested),3,1923
StatTrak™ AWP | Mortis (Battle-Scarred),1,507
StatTrak™ M4A1-S | Decimator (Well-Worn),6,17100
Sticker | shroud | MLG Columbus 2016,10,28470
Sticker | wayLander (Foil) | MLG Columbus 2016,5,4060
G3SG1 | Azure Zebra (Field-Tested),5,1420
StatTrak™ P2000 | Imperial Dragon (Well-Worn),6,3450
StatTrak™ UMP-45 | Arctic Wolf (Field-Tested),10,410
P90 | Cold Blooded (Minimal Wear),8,46216
StatTrak™ Sawed-Off | Zander (Factory New),2,418
Sticker | fer (Foil) | MLG Columbus 2016,7,27930
Souvenir UMP-45 | Gunsmoke (Field-Tested),2,5344
Sticker | SK Gaming (Foil) | Boston 2018,2,11400
G3SG1 | Arctic Camo (Field-Tested),9,8523
Sticker | TaZ (Foil) | Cologne 2015,7,10773
Sticker | cajunb (Foil) | Krakow 2017,17,32300
Negev | Palm (Minimal Wear),4,3124
★ Bowie Knife | Crimson Web (Minimal Wear),5,130885
★ StatTrak™ Bayonet | Night (Minimal Wear),1,32062
MP7 | Full Stop (Battle-Scarred),7,24479
Sticker | dupreeh (Foil) | Boston 2018,3,2628
Sticker | byali (Foil) | Boston 2018,14,4508
Sticker | chrisJ (Foil) | Boston 2018,5,2770
Sticker | dimasick | Boston 2018,6,4266
XM1014 | Tranquility (Well-Worn),3,1575
Sticker | coldzera | Cluj-Napoca 2015,4,3532
USP-S | Cortex (Well-Worn),13,1989
StatTrak™ Nova | Bloomstick (Well-Worn),2,11386
Negev | Lionfish (Well-Worn),5,135
★ Gut Knife | Blue Steel (Factory New),3,41895
★ Shadow Daggers | Stained (Battle-Scarred),8,71760
StatTrak™ SG 553 | Phantom (Battle-Scarred),17,1241
★ Driver Gloves | King Snake (Field-Tested),2,62130
M4A4 | Radiation Hazard (Battle-Scarred),4,11400
Sticker | WorldEdit (Gold) | Krakow 2017,2,61274
Sticker | jR (Gold) | Krakow 2017,1,75475
★ Karambit | Scorched (Field-Tested),5,263980
MLG Columbus 2016 Inferno Souvenir Package,4,82956
AK-47 | First Class (Well-Worn),7,47880
★ StatTrak™ Falchion Knife | Case Hardened (Field-Tested),6,175272
SCAR-20 | Crimson Web (Well-Worn),3,1335
ESL One Katowice 2015 Dust II Souvenir Package,3,13758
Souvenir MP9 | Hot Rod (Minimal Wear),4,50588
Sticker | kNgV- | Boston 2018,3,2769
Souvenir MAG-7 | Metallic DDPAT (Minimal Wear),6,1584
Souvenir P90 | Ash Wood (Well-Worn),11,1430
Sealed Graffiti | Quantum Bellator Fire | Boston 2018,23,2553
StatTrak™ Music Kit | Proxy, Battlepack,5,1665
MAG-7 | Counter Terrace (Battle-Scarred),5,89405
Sticker | daps | Cologne 2016,4,3932
Souvenir Tec-9 | VariCamo (Well-Worn),6,1302
★ Flip Knife | Boreal Forest (Battle-Scarred),5,64695
Sticker | HS (Foil) | Krakow 2017,12,30756
Sticker | Magisk (Foil) | Atlanta 2017,2,53836
★ Karambit | Gamma Doppler (Factory New) - Phase 2,1,317345
Sticker | NiKo (Foil) | Atlanta 2017,4,94048
P250 | Muertos (Well-Worn),16,7520
StatTrak™ Sawed-Off | Wasteland Princess (Battle-Scarred),5,1395
★ StatTrak™ Karambit | Night (Battle-Scarred),1,57940
StatTrak™ P90 | Trigon (Battle-Scarred),4,7076
★ StatTrak™ Huntsman Knife | Damascus Steel (Field-Tested),1,14677
StatTrak™ P250 | Red Rock (Minimal Wear),4,5872
★ Falchion Knife | Ultraviolet (Battle-Scarred),2,19922
P90 | Fallout Warning (Battle-Scarred),7,6790
★ Bowie Knife | Urban Masked (Well-Worn),8,79800
★ M9 Bayonet | Tiger Tooth (Minimal Wear),10,1011740
MP9 | Goo (Battle-Scarred),9,333
Galil AR | Winter Forest (Factory New),3,46983
Souvenir Dual Berettas | Stained (Field-Tested),1,5397
★ Gut Knife | Gamma Doppler (Minimal Wear) - Phase 4,1,1424989
StatTrak™ MAC-10 | Ultraviolet (Factory New),1,9049
Autograph Capsule | Legends (Foil) | Atlanta 2017,24,198864
★ StatTrak™ Karambit | Urban Masked (Battle-Scarred),2,98894
★ Gut Knife | Case Hardened (Minimal Wear),10,142500
UMP-45 | Arctic Wolf (Battle-Scarred),10,220
★ StatTrak™ Gut Knife | Gamma Doppler (Minimal Wear) - Emerald,1,276247
Sticker | somebody (Foil) | Boston 2018,4,26220
Sticker | Gambit Gaming (Foil) | MLG Columbus 2016,76,67108
StatTrak™ PP-Bizon | Judgement of Anubis (Minimal Wear),8,15392
Souvenir Tec-9 | Army Mesh (Well-Worn),2,7792
★ Karambit | Night (Factory New),1,147244
★ StatTrak™ M9 Bayonet | Night (Field-Tested),2,94020
Galil AR | Kami (Well-Worn),8,1992
Souvenir XM1014 | CaliCamo (Well-Worn),2,66362
MP9 | Dark Age (Minimal Wear),9,96057
Sawed-Off | Wasteland Princess (Well-Worn),2,280
★ Huntsman Knife | Ultraviolet (Field-Tested),6,65664
Sticker | MSL (Foil) | Boston 2018,10,25640
★ Flip Knife | Stained (Battle-Scarred),31,505362
AUG | Bengal Tiger (Well-Worn),5,3160
★ StatTrak™ M9 Bayonet | Boreal Forest (Field-Tested),4,167552
★ Karambit | Night (Battle-Scarred),11,642675
★ Gut Knife | Tiger Tooth (Minimal Wear),7,106064
Sticker | iBUYPOWER | Katowice 2014,1,277859
StatTrak™ USP-S | Cortex (Battle-Scarred),1,303
Sticker | flamie (Foil) | Cluj-Napoca 2015,7,6622
StatTrak™ R8 Revolver | Reboot (Factory New),11,14795
FAMAS | Roll Cage (Factory New),10,11680
Sticker | yam | Cologne 2015,4,6320
Souvenir FAMAS | Teardown (Minimal Wear),1,35618
★ StatTrak™ M9 Bayonet | Case Hardened (Well-Worn),2,128248
Sticker | bondik | Boston 2018,1,314
Souvenir MP7 | Gunsmoke (Factory New),1,541
Sticker | mixwell | Cologne 2016,7,8477
★ StatTrak™ Shadow Daggers | Ultraviolet (Field-Tested),7,66430
StatTrak™ P90 | Death Grip (Well-Worn),4,3988
Sticker | jdm64 | MLG Columbus 2016,8,5664
Sticker | Phoenix Reborn (Foil),3,918
XM1014 | Black Tie (Factory New),11,2299
★ Falchion Knife | Blue Steel (Well-Worn),12,175620
Sticker | electronic (Foil) | Atlanta 2017,4,31348
★ Shadow Daggers | Marble Fade (Minimal Wear),1,17770
USP-S | Business Class (Battle-Scarred),11,34485
★ Bayonet | Freehand (Field-Tested),2,52126
Sealed Graffiti | Astralis | Boston 2018,6,1020
StatTrak™ G3SG1 | Hunter (Factory New),12,1488
AUG | Bengal Tiger (Battle-Scarred),4,2480
Sticker | Bash (Holo),3,726
★ Specialist Gloves | Mogul (Field-Tested),1,16174
Sticker | Vox Eminor | Katowice 2014,3,209472
Sticker | AZR | Cologne 2015,1,1710
StatTrak™ MAG-7 | SWAG-7 (Factory New),2,748
★ Bayonet | Ultraviolet (Minimal Wear),9,266049
★ Karambit | Freehand (Minimal Wear),3,211590
AUG | Copperhead (Minimal Wear),8,75696
Sticker | markeloff | Cologne 2015,3,4179
Souvenir AUG | Colony (Factory New),3,3381
M4A4 | Modern Hunter (Minimal Wear),4,27012
★ StatTrak™ Falchion Knife | Night (Battle-Scarred),2,28242
Sticker | Fnatic (Foil) | DreamHack 2014,6,60360
Souvenir AWP | Safari Mesh (Field-Tested),1,36886
StatTrak™ MP9 | Black Sand (Battle-Scarred),10,80
P250 | Modern Hunter (Well-Worn),1,1079
StatTrak™ AK-47 | Orbit Mk01 (Field-Tested),17,52088
★ Shadow Daggers | Ultraviolet (Battle-Scarred),3,27702
Sticker | Skadoodle | MLG Columbus 2016,2,1682
Sticker | olofmeister (Foil) | Cluj-Napoca 2015,6,9702
StatTrak™ Sawed-Off | The Kraken (Well-Worn),2,2760
Sealed Graffiti | R.I.P.I.P.,5,280
Sticker | zehN (Foil) | Boston 2018,14,8092
UMP-45 | Bone Pile (Factory New),12,16884
StatTrak™ FAMAS | Neural Net (Battle-Scarred),4,492
XM1014 | Grassland (Well-Worn),8,3872
★ StatTrak™ Bayonet | Fade (Factory New),1,75510
Sticker | FaZe Clan (Foil) | Cologne 2016,10,27640
StatTrak™ CZ75-Auto | Poison Dart (Battle-Scarred),5,1270
AK-47 | Jet Set (Minimal Wear),5,178050
Dual Berettas | Demolition (Battle-Scarred),63,44037
★ Karambit | Doppler (Minimal Wear) - Phase 4,1,148669
StatTrak™ Glock-18 | Moonrise (Factory New),4,1740
★ Huntsman Knife | Damascus Steel (Field-Tested),2,27850
StatTrak™ P250 | Asiimov (Minimal Wear),7,38794
Sticker | flamie | Boston 2018,60,11100
Sticker | KRIMZ (Foil) | Boston 2018,10,5700
Sticker | Team Liquid | Boston 2018,52,28236
Sticker | boltz (Foil) | Krakow 2017,6,8976
AUG | Stymphalian (Factory New),10,5560
Boston 2018 Minor Challengers with Flash Gaming (Holo-Foil),208,646464
★ StatTrak™ Butterfly Knife | Stained (Factory New),1,113999
Sticker | qikert (Foil) | Boston 2018,6,3762
MAG-7 | Irradiated Alert (Factory New),4,9520
Sticker | s1mple | Krakow 2017,119,144109
Perfect World Graffiti Box,4,300
Sticker | Cheongsam (Holo),17,1717
R8 Revolver | Llama Cannon (Well-Worn),1,242
G3SG1 | Safari Mesh (Battle-Scarred),6,1650
Sticker | Xyp9x (Foil) | Boston 2018,3,2385
StatTrak™ Five-SeveN | Flame Test (Factory New),14,798
MAC-10 | Curse (Battle-Scarred),2,2508
Sealed Graffiti | Zombie Hop,3,249
Sticker | jR (Foil) | Krakow 2017,10,25220
Sticker | jmqa (Foil) | Boston 2018,1,675
Sticker | coldzera (Foil) | Cluj-Napoca 2015,5,9830
Sticker | AZR (Foil) | Boston 2018,5,3530
Sticker | tarik (Foil) | Boston 2018,5,8195
Sticker | nex (Foil) | Krakow 2017,10,17010
★ Butterfly Knife | Doppler (Factory New) - Phase 1,1,259348
Sticker | hazed (Foil) | Cologne 2016,5,11365
StatTrak™ FAMAS | Mecha Industries (Minimal Wear),9,7317
Sticker | GeT_RiGhT | Cologne 2016,7,4228
StatTrak™ P2000 | Woodsman (Minimal Wear),3,4917
★ StatTrak™ Karambit | Night (Field-Tested),1,64253
★ Karambit | Case Hardened (Well-Worn),2,153842
StatTrak™ P90 | Death Grip (Factory New),17,41786
★ Huntsman Knife | Urban Masked (Battle-Scarred),2,19892
StatTrak™ AK-47 | Fuel Injector (Well-Worn),7,140595
★ Karambit | Stained (Field-Tested),8,556872
Sealed Graffiti | Team EnVyUs | Boston 2018,13,2951
R8 Revolver | Fade (Well-Worn),1,953
★ M9 Bayonet | Damascus Steel (Minimal Wear),4,270748
StatTrak™ USP-S | Stainless (Well-Worn),8,12520
Sticker | karrigan (Foil) | Krakow 2017,11,23199
MAC-10 | Aloha (Factory New),10,3530
Sticker | RpK (Foil) | Cologne 2016,1,1781
Galil AR | Sugar Rush (Field-Tested),4,14420
★ Bowie Knife | Damascus Steel (Factory New),2,32688
★ StatTrak™ M9 Bayonet | Tiger Tooth (Factory New),2,201464
StatTrak™ M4A1-S | Decimator (Factory New),10,82650
Sticker | Immortals (Foil) | Krakow 2017,43,142588
★ Driver Gloves | Crimson Weave (Field-Tested),4,94336
StatTrak™ FAMAS | Valence (Factory New),8,11032
P250 | Asiimov (Minimal Wear),7,9730
Souvenir Nova | Candy Apple (Factory New),4,93364
Sticker | Water Gun,10,890
★ StatTrak™ Bayonet | Crimson Web (Minimal Wear),1,51927
P2000 | Chainmail (Field-Tested),3,34137
Sticker | jks | Boston 2018,30,25440
M4A4 | Neo-Noir (Battle-Scarred),3,1149
★ Butterfly Knife | Doppler (Factory New) - Phase 2,1,495469
StatTrak™ AK-47 | The Empress (Minimal Wear),10,111150
M4A4 | Faded Zebra (Battle-Scarred),5,2480
Souvenir SSG 08 | Blue Spruce (Battle-Scarred),3,7407
Sticker | Ex6TenZ (Foil) | Cluj-Napoca 2015,10,56640
Sticker | Team Dignitas | Katowice 2014,2,170970
Souvenir USP-S | Royal Blue (Battle-Scarred),7,6881
★ Bowie Knife | Stained (Battle-Scarred),14,157206
MAC-10 | Urban DDPAT (Minimal Wear),4,1032
Sticker | Doru The Fox,4,316
Sticker | Bullet Rain,3,96
★ Bloodhound Gloves | Guerrilla (Well-Worn),1,8051
★ Flip Knife | Black Laminate (Field-Tested),4,79060
StatTrak™ Music Kit | Feed Me, High Noon,8,3872
Sticker | boltz (Foil) | Cologne 2015,2,1592
Sticker | WorldEdit (Foil) | Atlanta 2017,2,6726
Sticker | bodyy (Foil) | Atlanta 2017,5,24145
Sticker | NBK- (Foil) | Atlanta 2017,3,16053
Sticker | f0rest (Foil) | Cologne 2016,6,7518
Souvenir SSG 08 | Blue Spruce (Field-Tested),5,8050
SG 553 | Bulldozer (Factory New),2,30880
StatTrak™ Music Kit | Lennie Moore, Java Havana Funkaloo,5,2805
Sticker | gla1ve (Foil) | Boston 2018,3,1656
Sticker | oskar (Foil) | Boston 2018,31,18941
UMP-45 | Caramel (Battle-Scarred),5,7125
Sticker | Headhunter (Foil),6,16032
★ Falchion Knife | Scorched (Well-Worn),2,19352
DreamHack Cluj-Napoca 2015 Mirage Souvenir Package,3,11811
★ StatTrak™ Gut Knife | Forest DDPAT (Field-Tested),2,20494
★ StatTrak™ Gut Knife | Night (Field-Tested),1,11078
Sticker | Trick Or Threat,19,1026
Sticker | Karsa (Gold) | Boston 2018,1,37035
Sticker | Summer (Foil) | Boston 2018,4,11684
Sticker | Kvik (Foil) | Boston 2018,1,732
★ Gut Knife | Lore (Battle-Scarred),4,48012
StatTrak™ P90 | Shallow Grave (Minimal Wear),10,6840
StatTrak™ Nova | Ghost Camo (Well-Worn),4,10716
★ Huntsman Knife | Crimson Web (Battle-Scarred),3,42663
Souvenir M249 | Contrast Spray (Factory New),2,102
★ Falchion Knife | Doppler (Factory New) - Ruby,1,100426
Sticker | flusha (Foil) | Cologne 2016,5,12790
USP-S | Overgrowth (Battle-Scarred),9,21672
Souvenir Galil AR | VariCamo (Field-Tested),2,7408
Sawed-Off | The Kraken (Well-Worn),2,1850
Sticker | MAJ3R (Foil) | Boston 2018,6,3048
Sticker | SmithZz (Foil) | MLG Columbus 2016,6,4920
Sticker | Spiidi (Foil) | Atlanta 2017,1,1781
Sticker | flusha (Foil) | Boston 2018,19,21071
Sticker | wayLander (Foil) | Krakow 2017,8,16760
Sticker | oskar (Foil) | Krakow 2017,30,59850
Sticker | Snax | Cologne 2016,8,5128
UMP-45 | Arctic Wolf (Factory New),7,700
Souvenir M4A4 | Urban DDPAT (Minimal Wear),5,5965
StatTrak™ AUG | Fleet Flock (Minimal Wear),5,3780
Sticker | Maikelele (Foil) | Cluj-Napoca 2015,6,6666
PP-Bizon | Judgement of Anubis (Well-Worn),8,2712
StatTrak™ M4A4 | X-Ray (Field-Tested),1,3622
Autograph Capsule | GODSENT | Atlanta 2017,12,5256
Sticker | gla1ve | Cologne 2016,6,2652
XM1014 | Fallout Warning (Battle-Scarred),2,2024
StatTrak™ MAC-10 | Neon Rider (Well-Worn),3,4407
★ Bowie Knife | Scorched (Well-Worn),5,49805
★ Falchion Knife | Case Hardened (Minimal Wear),4,86524
★ Gut Knife | Blue Steel (Minimal Wear),9,99522
★ StatTrak™ M9 Bayonet | Rust Coat (Battle-Scarred),3,149625
★ Bowie Knife | Night (Battle-Scarred),1,10402
★ Bowie Knife | Forest DDPAT (Minimal Wear),2,21062
★ Bayonet | Safari Mesh (Well-Worn),1,17100
★ StatTrak™ Butterfly Knife | Urban Masked (Minimal Wear),3,207336
Sticker | felps (Foil) | Boston 2018,5,2695
Souvenir AUG | Storm (Well-Worn),2,3420
Autograph Capsule | Team EnVyUs | Cologne 2016,24,52704
Autograph Capsule | G2 Esports | Cologne 2016,4,497236
Souvenir UMP-45 | Indigo (Factory New),4,8836
StatTrak™ MAC-10 | Oceanic (Factory New),11,682
Sticker | HEN1 (Foil) | Boston 2018,3,10149
Sticker | stanislaw (Foil) | Boston 2018,1,1995
Dual Berettas | Urban Shock (Battle-Scarred),12,1476
StatTrak™ AWP | Mortis (Field-Tested),3,1065
StatTrak™ UMP-45 | Metal Flowers (Battle-Scarred),11,3916
★ Flip Knife | Boreal Forest (Minimal Wear),11,156596
★ Gut Knife | Ultraviolet (Minimal Wear),8,93248
★ Shadow Daggers | Forest DDPAT (Minimal Wear),5,56110
MP9 | Dart (Well-Worn),4,224
★ Bloodhound Gloves | Guerrilla (Battle-Scarred),2,15248
StatTrak™ Desert Eagle | Kumicho Dragon (Well-Worn),7,23737
★ Gut Knife | Autotronic (Battle-Scarred),1,13150
StatTrak™ AK-47 | The Empress (Field-Tested),7,52318
Sticker | koosta (Foil) | Cologne 2016,3,5943
★ Karambit | Blue Steel (Factory New),1,115410
Sticker | EliGE | Cluj-Napoca 2015,2,2842
★ StatTrak™ Falchion Knife | Stained (Minimal Wear),1,12825
M4A4 | Neo-Noir (Field-Tested),3,1668
Five-SeveN | Hyper Beast (Battle-Scarred),9,18981
★ StatTrak™ Bayonet | Damascus Steel (Minimal Wear),2,57840
★ Bowie Knife | Slaughter (Factory New),1,30623
★ Bowie Knife | Scorched (Factory New),1,16929
★ StatTrak™ Karambit | Blue Steel (Battle-Scarred),1,81224
★ Karambit | Case Hardened (Field-Tested),12,1076268
Sticker | B1ad3 | Cluj-Napoca 2015,6,6744
Sticker | KrizzeN (Foil) | Boston 2018,4,2388
Sticker | Xyp9x (Foil) | Cologne 2016,7,13762
Sticker | SicK (Foil) | Boston 2018,5,4630
Souvenir Negev | CaliCamo (Battle-Scarred),5,905
Nova | Blaze Orange (Battle-Scarred),3,9116148
AWP | Dragon Lore (Field-Tested),15,9083235
StatTrak™ Five-SeveN | Triumvirate (Well-Worn),4,1364
Sticker | rain (Foil) | MLG Columbus 2016,2,5726
Sticker | reltuC | Cologne 2016,1,1376
